"","SiteNo","CurrentSS","Species","CurrentSuit","NewSuit","Estab.Trajectory","Feasibility.Estab","TrendMidRot","ModelAgree","Improve","Stable","Decline"
"319","5","SBSmk1/08","Ba","X","X","Not In","Questionable","Stable","High",7,93,0
"320","5","SBSmk1/08","Bg","X","X","Not In","Questionable","Stable","High",5,95,0
"321","5","SBSmk1/08","Bl","2","2","S","High","Stable","Moderate",3,78,19
"322","5","SBSmk1/08","Cw","X","X","Not In","Questionable","Strongly Improving","Moderate",70,30,0
"323","5","SBSmk1/08","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"324","5","SBSmk1/08","Ep","3","X","Removing","Moderate","Declining","Moderate",0,73,27
"325","5","SBSmk1/08","Fd","X","3","A3","Moderate","Strongly Improving","Low",52,48,0
"326","5","SBSmk1/08","Hw","X","X","Not In","Questionable","Strongly Improving","Moderate",70,30,0
"327","5","SBSmk1/08","Lw","X","X","Not In","Questionable","Improving","Moderate",32,68,0
"328","5","SBSmk1/08","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"329","5","SBSmk1/08","NS","X","X","Not In","Questionable","Stable","High",0,100,0
"330","5","SBSmk1/08","Pl","2","1","I1","High","Declining","Low",24,29,47
"331","5","SBSmk1/08","Pw","X","X","Not In","Questionable","Improving","Moderate",27,73,0
"332","5","SBSmk1/08","Ss","X","X","Not In","Questionable","Stable","High",0,100,0
"333","5","SBSmk1/08","Sx","1","1","S","High","Stable","High",0,91,9
"334","5","SBSmk1/09","Act","3","3","S","Moderate","Stable","High",0,81,19
"335","5","SBSmk1/09","At","3","X","Removing","Moderate","Declining","Low",0,51,49
"336","5","SBSmk1/09","Ba","X","X","Not In","Questionable","Stable","High",5,95,0
"337","5","SBSmk1/09","Bg","X","X","Not In","Questionable","Stable","High",1,99,0
"338","5","SBSmk1/09","Bl","2","2","S","High","Stable","Moderate",3,76,20
"339","5","SBSmk1/09","Cw","X","X","Not In","Questionable","Strongly Improving","Moderate",64,36,0
"340","5","SBSmk1/09","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"341","5","SBSmk1/09","Ep","X","X","Not In","Questionable","Improving","Low",46,54,0
"342","5","SBSmk1/09","Fd","X","X","Not In","Questionable","Improving","High",17,83,0
"343","5","SBSmk1/09","Hw","X","X","Not In","Questionable","Strongly Improving","Moderate",64,36,0
"344","5","SBSmk1/09","Lw","X","X","Not In","Questionable","Stable","High",5,95,0
"345","5","SBSmk1/09","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"346","5","SBSmk1/09","NS","X","X","Not In","Questionable","Stable","High",4,96,0
"347","5","SBSmk1/09","Pl","2","2","S","High","Declining","Low",8,38,54
"348","5","SBSmk1/09","Pw","X","X","Not In","Questionable","Stable","High",11,89,0
"349","5","SBSmk1/09","Sb","3","X","Removing","Questionable","Strongly Declining","High",2,0,98
"350","5","SBSmk1/09","Ss","X","X","Not In","Questionable","Stable","High",0,100,0
"351","5","SBSmk1/09","Sx","1","1","S","High","Stable","High",0,89,11
"352","5","SBSmk1/10","Act","X","X","Not In","Questionable","Improving","Low",33,50,0
"353","5","SBSmk1/10","At","X","X","Not In","Questionable","Improving","Moderate",10,74,0
"354","5","SBSmk1/10","Ba","X","X","Not In","Questionable","Improving","High",2,81,0
"355","5","SBSmk1/10","Bl","X","X","Not In","Questionable","Strongly Improving","Low",52,32,0
"356","5","SBSmk1/10","Cw","X","X","Not In","Questionable","Strongly Improving","Low",48,36,0
"357","5","SBSmk1/10","Dr","X","X","Not In","Questionable","Improving","High",0,83,0
"358","5","SBSmk1/10","Ep","X","X","Not In","Questionable","Improving","Moderate",6,78,0
"359","5","SBSmk1/10","Fd","X","X","Not In","Questionable","Improving","High",0,83,0
"360","5","SBSmk1/10","Hw","X","X","Not In","Questionable","Strongly Improving","Low",48,36,0
"361","5","SBSmk1/10","Mb","X","X","Not In","Questionable","Improving","High",0,83,0
"362","5","SBSmk1/10","NS","X","X","Not In","Questionable","Improving","Moderate",7,77,0
"363","5","SBSmk1/10","Pl","1","1","S","Moderate","Strongly Declining","Moderate",0,14,69
"364","5","SBSmk1/10","Pw","X","X","Not In","Questionable","Improving","High",3,81,0
"365","5","SBSmk1/10","Sb","1","1","S","Questionable","Strongly Declining","Moderate",0,18,65
"366","5","SBSmk1/10","Sx","1","1","S","High","Stable","Moderate",0,70,13
"367","6","SBSwk1/01","Act","3","3","S","Moderate","Stable","High",1,92,7
"368","6","SBSwk1/01","At","3","3","S","Moderate","Stable","High",0,97,3
"369","6","SBSwk1/01","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"370","6","SBSwk1/01","Bl","2","2","S","High","Stable","Moderate",0,60,40
"371","6","SBSwk1/01","Bp","X","X","Not In","Questionable","Stable","High",1,99,0
"372","6","SBSwk1/01","Cw","X","3","A3","Moderate","Strongly Improving","High",97,3,0
"373","6","SBSwk1/01","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"374","6","SBSwk1/01","Ep","3","3","S","Moderate","Stable","High",0,97,3
"375","6","SBSwk1/01","Fd","1","2","D1","Moderate","Declining","Moderate",0,74,26
"376","6","SBSwk1/01","Hw","X","3","A3","Moderate","Strongly Improving","High",93,7,0
"377","6","SBSwk1/01","Lw","X","X","Not In","Questionable","Strongly Improving","High",83,17,0
"378","6","SBSwk1/01","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"379","6","SBSwk1/01","Pl","1","2","D1","High","Declining","High",0,13,87
"380","6","SBSwk1/01","Pw","X","X","Not In","Questionable","Strongly Improving","High",92,8,0
"381","6","SBSwk1/01","Py","X","X","Not In","Questionable","Stable","High",3,97,0
"382","6","SBSwk1/01","Sb","X","X","Not In","Questionable","Stable","High",0,100,0
"383","6","SBSwk1/01","Se","X","X","Not In","Questionable","Stable","High",1,99,0
"384","6","SBSwk1/01","Sx","1","1","S","High","Declining","Moderate",0,60,40
"385","6","SBSwk1/02","Act","X","X","Not In","Questionable","Stable","High",3,97,0
"386","6","SBSwk1/02","At","X","X","Not In","Questionable","Improving","Moderate",37,63,0
"387","6","SBSwk1/02","Bl","3","X","Removing","Questionable","Declining","Low",0,46,54
"388","6","SBSwk1/02","Cw","X","X","Not In","Questionable","Strongly Improving","High",91,9,0
"389","6","SBSwk1/02","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"390","6","SBSwk1/02","Ep","X","X","Not In","Questionable","Strongly Improving","High",81,19,0
"391","6","SBSwk1/02","Fd","1","1","S","High","Stable","High",0,97,3
"392","6","SBSwk1/02","Hw","X","X","Not In","Questionable","Improving","Low",42,58,0
"393","6","SBSwk1/02","Lw","X","X","Not In","Questionable","Improving","Moderate",36,64,0
"394","6","SBSwk1/02","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"395","6","SBSwk1/02","NS","X","3","A3","Questionable","Stable","High",10,90,0
"396","6","SBSwk1/02","Pl","1","1","S","High","Stable","High",0,93,7
"397","6","SBSwk1/02","Pw","X","X","Not In","Questionable","Strongly Improving","High",84,16,0
"398","6","SBSwk1/02","Py","X","X","Not In","Questionable","Strongly Improving","Low",54,46,0
"399","6","SBSwk1/02","Sx","3","X","Removing","Questionable","Declining","Low",0,46,54
"400","6","SBSwk1/03","Act","X","X","Not In","Questionable","Stable","High",18,82,0
"401","6","SBSwk1/03","At","3","X","Removing","Questionable","Stable","Low",20,52,28
"402","6","SBSwk1/03","Bg","X","X","Not In","Questionable","Stable","High",1,99,0
"403","6","SBSwk1/03","Bl","3","3","S","Moderate","Declining","Moderate",2,69,29
"404","6","SBSwk1/03","Cw","X","X","Not In","Questionable","Strongly Improving","High",93,7,0
"405","6","SBSwk1/03","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"406","6","SBSwk1/03","Ep","X","X","Not In","Questionable","Strongly Improving","High",91,9,0
"407","6","SBSwk1/03","Fd","1","1","S","High","Stable","High",0,98,2
"408","6","SBSwk1/03","Hw","X","X","Not In","Questionable","Improving","Moderate",69,31,0
"409","6","SBSwk1/03","Lw","X","X","Not In","Questionable","Improving","Moderate",70,30,0
"410","6","SBSwk1/03","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"411","6","SBSwk1/03","NS","X","X","Not In","Questionable","Stable","High",3,97,0
"412","6","SBSwk1/03","Pl","1","2","D1","High","Stable","Moderate",0,75,25
"413","6","SBSwk1/03","Pw","X","X","Not In","Questionable","Strongly Improving","High",87,13,0
"414","6","SBSwk1/03","Py","X","X","Not In","Questionable","Improving","Moderate",29,71,0
"415","6","SBSwk1/03","Sb","X","X","Not In","Questionable","Stable","High",0,100,0
"416","6","SBSwk1/03","Sx","3","3","S","Moderate","Stable","Low",16,56,28
"417","6","SBSwk1/04","Act","X","X","Not In","Questionable","Improving","Low",42,58,0
"418","6","SBSwk1/04","At","3","X","Removing","Moderate","Stable","Moderate",28,65,7
"419","6","SBSwk1/04","Bg","X","X","Not In","Questionable","Stable","High",2,98,0
"420","6","SBSwk1/04","Bl","2","3","D1","Moderate","Declining","High",0,6,94
"421","6","SBSwk1/04","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"422","6","SBSwk1/04","Cw","X","X","Not In","Questionable","Strongly Improving","High",95,5,0
"423","6","SBSwk1/04","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"424","6","SBSwk1/04","Ep","3","3","S","Moderate","Stable","Moderate",28,68,4
"425","6","SBSwk1/04","Fd","1","1","S","High","Stable","High",0,98,2
"426","6","SBSwk1/04","Hw","X","X","Not In","Questionable","Strongly Improving","High",89,11,0
"427","6","SBSwk1/04","Lw","X","X","Not In","Questionable","Strongly Improving","High",92,8,0
"428","6","SBSwk1/04","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"429","6","SBSwk1/04","Pl","1","2","D1","High","Declining","Low",0,48,52
"430","6","SBSwk1/04","Pw","X","X","Not In","Questionable","Strongly Improving","High",92,8,0
"431","6","SBSwk1/04","Py","X","X","Not In","Questionable","Stable","High",9,91,0
"432","6","SBSwk1/04","Sb","X","X","Not In","Questionable","Stable","High",0,100,0
"433","6","SBSwk1/04","Se","X","X","Not In","Questionable","Stable","High",0,100,0
"434","6","SBSwk1/04","Sx","1","2","D1","High","Strongly Declining","High",0,6,94
"435","6","SBSwk1/05","Act","X","X","Not In","Questionable","Improving","Moderate",63,37,0
"436","6","SBSwk1/05","At","3","3","S","Moderate","Stable","High",9,88,3
"437","6","SBSwk1/05","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"438","6","SBSwk1/05","Bl","2","2","S","High","Declining","High",0,20,80
"439","6","SBSwk1/05","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"440","6","SBSwk1/05","Cw","X","3","A3","Moderate","Strongly Improving","High",97,3,0
"441","6","SBSwk1/05","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"442","6","SBSwk1/05","Ep","3","3","S","Moderate","Stable","High",9,91,1
"443","6","SBSwk1/05","Fd","1","1","S","High","Stable","High",0,97,3
"444","6","SBSwk1/05","Hw","X","3","A3","Moderate","Strongly Improving","High",93,7,0
"445","6","SBSwk1/05","Lw","X","X","Not In","Questionable","Strongly Improving","High",93,7,0
"446","6","SBSwk1/05","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"447","6","SBSwk1/05","Pl","1","2","D1","High","Declining","Moderate",0,33,67
"448","6","SBSwk1/05","Pw","X","X","Not In","Questionable","Strongly Improving","High",93,7,0
"449","6","SBSwk1/05","Py","X","X","Not In","Questionable","Stable","High",5,95,0
"450","6","SBSwk1/05","Sb","X","X","Not In","Questionable","Stable","High",0,100,0
"451","6","SBSwk1/05","Se","X","X","Not In","Questionable","Stable","High",0,100,0
"452","6","SBSwk1/05","Sx","1","1","S","High","Declining","High",0,20,80
"453","6","SBSwk1/06","Act","3","3","S","Moderate","Stable","High",0,100,0
"454","6","SBSwk1/06","At","3","3","S","Moderate","Stable","High",0,97,3
"455","6","SBSwk1/06","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"456","6","SBSwk1/06","Bl","2","2","S","High","Stable","High",0,90,10
"457","6","SBSwk1/06","Cw","X","3","A3","Moderate","Strongly Improving","High",97,3,0
"458","6","SBSwk1/06","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"459","6","SBSwk1/06","Ep","3","3","S","Moderate","Stable","High",0,97,3
"460","6","SBSwk1/06","Fd","X","X","Not In","Questionable","Strongly Improving","Moderate",64,36,0
"461","6","SBSwk1/06","Hw","X","3","A3","Moderate","Strongly Improving","High",93,7,0
"462","6","SBSwk1/06","Lw","X","X","Not In","Questionable","Improving","Low",58,42,0
"463","6","SBSwk1/06","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"464","6","SBSwk1/06","Pl","1","2","D1","High","Declining","Moderate",0,30,70
"465","6","SBSwk1/06","Pw","X","X","Not In","Questionable","Strongly Improving","High",90,10,0
"466","6","SBSwk1/06","Sb","3","X","Removing","Questionable","Strongly Declining","High",0,0,100
"467","6","SBSwk1/06","Sx","1","1","S","High","Stable","High",0,90,10
"468","6","SBSwk1/07","Act","3","3","S","Moderate","Stable","High",1,99,0
"469","6","SBSwk1/07","At","3","3","S","Moderate","Stable","High",0,96,4
"470","6","SBSwk1/07","Bg","X","X","Not In","Questionable","Stable","High",4,96,0
"471","6","SBSwk1/07","Bl","2","2","S","High","Stable","High",0,90,10
"472","6","SBSwk1/07","Bp","X","X","Not In","Questionable","Stable","High",1,99,0
"473","6","SBSwk1/07","Cw","X","3","A3","Moderate","Strongly Improving","High",97,3,0
"474","6","SBSwk1/07","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"475","6","SBSwk1/07","Ep","3","3","S","Moderate","Stable","High",0,96,4
"476","6","SBSwk1/07","Fd","X","X","Not In","Questionable","Strongly Improving","Moderate",75,25,0
"477","6","SBSwk1/07","Hw","X","3","A3","Moderate","Strongly Improving","High",93,7,0
"478","6","SBSwk1/07","Lw","X","X","Not In","Questionable","Improving","Moderate",70,30,0
"479","6","SBSwk1/07","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"480","6","SBSwk1/07","Pl","2","2","S","High","Stable","Moderate",18,62,20
"481","6","SBSwk1/07","Pw","X","X","Not In","Questionable","Strongly Improving","High",90,10,0
"482","6","SBSwk1/07","Sb","X","X","Not In","Questionable","Stable","High",0,100,0
"483","6","SBSwk1/07","Sx","1","1","S","High","Stable","High",0,91,9
"484","6","SBSwk1/08","Act","3","3","S","Moderate","Stable","High",3,97,0
"485","6","SBSwk1/08","At","3","3","S","Moderate","Stable","High",0,95,5
"486","6","SBSwk1/08","Bg","X","X","Not In","Questionable","Stable","High",7,93,0
"487","6","SBSwk1/08","Bl","2","2","S","High","Stable","High",0,91,9
"488","6","SBSwk1/08","Bp","X","X","Not In","Questionable","Stable","High",3,97,0
"489","6","SBSwk1/08","Cw","X","3","A3","Moderate","Strongly Improving","High",97,3,0
"490","6","SBSwk1/08","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"491","6","SBSwk1/08","Ep","3","3","S","Moderate","Stable","High",0,94,6
"492","6","SBSwk1/08","Fd","X","X","Not In","Questionable","Strongly Improving","High",89,11,0
"493","6","SBSwk1/08","Hw","X","3","A3","Moderate","Strongly Improving","High",93,7,0
"494","6","SBSwk1/08","Lw","X","X","Not In","Questionable","Strongly Improving","High",84,16,0
"495","6","SBSwk1/08","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"496","6","SBSwk1/08","Pl","2","2","S","High","Stable","Moderate",2,78,20
"497","6","SBSwk1/08","Pw","X","X","Not In","Questionable","Strongly Improving","High",89,11,0
"498","6","SBSwk1/08","Sx","1","1","S","High","Stable","High",0,94,6
"499","6","SBSwk1/09","Act","3","3","S","Moderate","Declining","Moderate",1,71,27
"500","6","SBSwk1/09","At","3","X","Removing","Moderate","Declining","Moderate",0,63,37
"501","6","SBSwk1/09","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"502","6","SBSwk1/09","Bl","2","2","S","High","Declining","Moderate",0,65,35
"503","6","SBSwk1/09","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"504","6","SBSwk1/09","Cw","X","3","A3","Moderate","Strongly Improving","Moderate",69,31,0
"505","6","SBSwk1/09","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"506","6","SBSwk1/09","Ep","X","X","Not In","Questionable","Improving","Moderate",66,34,0
"507","6","SBSwk1/09","Fd","X","X","Not In","Questionable","Improving","High",20,80,0
"508","6","SBSwk1/09","Hw","X","3","A3","Moderate","Strongly Improving","Moderate",65,35,0
"509","6","SBSwk1/09","Lw","X","X","Not In","Questionable","Stable","High",16,84,0
"510","6","SBSwk1/09","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"511","6","SBSwk1/09","NS","X","X","Not In","Questionable","Improving","Moderate",28,72,0
"512","6","SBSwk1/09","Pl","2","3","D1","Moderate","Bifurcating","Low",36,17,47
"513","6","SBSwk1/09","Pw","X","X","Not In","Questionable","Improving","Moderate",60,40,0
"514","6","SBSwk1/09","Ss","X","X","Not In","Questionable","Stable","High",0,100,0
"515","6","SBSwk1/09","Sx","1","1","S","High","Declining","Moderate",0,70,30
"516","6","SBSwk1/10","Act","3","3","S","Moderate","Stable","High",2,89,8
"517","6","SBSwk1/10","At","X","X","Not In","Moderate","Strongly Improving","High",82,18,0
"518","6","SBSwk1/10","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"519","6","SBSwk1/10","Bl","2","2","S","High","Stable","High",1,84,14
"520","6","SBSwk1/10","Bp","X","X","Not In","Questionable","Stable","High",1,99,0
"521","6","SBSwk1/10","Cw","X","3","A3","Moderate","Strongly Improving","High",89,11,0
"522","6","SBSwk1/10","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"523","6","SBSwk1/10","Ep","X","X","Not In","Questionable","Strongly Improving","High",86,14,0
"524","6","SBSwk1/10","Fd","X","X","Not In","Questionable","Improving","Moderate",38,62,0
"525","6","SBSwk1/10","Hw","X","3","A3","Moderate","Strongly Improving","High",84,16,0
"526","6","SBSwk1/10","Lw","X","X","Not In","Questionable","Improving","Moderate",36,64,0
"527","6","SBSwk1/10","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"528","6","SBSwk1/10","NS","X","X","Not In","Questionable","Stable","High",7,93,0
"529","6","SBSwk1/10","Pl","2","3","D1","Moderate","Bifurcating","Low",36,36,28
"530","6","SBSwk1/10","Pw","X","X","Not In","Questionable","Strongly Improving","Moderate",79,21,0
"531","6","SBSwk1/10","Ss","X","X","Not In","Questionable","Stable","High",1,99,0
"532","6","SBSwk1/10","Sx","1","1","S","High","Stable","High",0,90,10
"533","6","SBSwk1/11","Act","X","X","Not In","Questionable","Improving","Moderate",40,60,0
"534","6","SBSwk1/11","At","X","X","Not In","Questionable","Improving","Moderate",32,68,0
"535","6","SBSwk1/11","Bg","X","X","Not In","Questionable","Stable","High",0,100,0
"536","6","SBSwk1/11","Bl","3","3","S","High","Bifurcating","Moderate",34,4,62
"537","6","SBSwk1/11","Cw","X","3","A3","Moderate","Improving","Moderate",38,62,0
"538","6","SBSwk1/11","Dr","X","X","Not In","Questionable","Stable","High",3,97,0
"539","6","SBSwk1/11","Ep","X","X","Not In","Questionable","Improving","Moderate",34,66,0
"540","6","SBSwk1/11","Fd","X","X","Not In","Questionable","Stable","High",7,93,0
"541","6","SBSwk1/11","Hw","X","3","A3","Moderate","Improving","Moderate",34,66,0
"542","6","SBSwk1/11","Lw","X","X","Not In","Questionable","Stable","High",5,95,0
"543","6","SBSwk1/11","Mb","X","X","Not In","Questionable","Stable","High",3,97,0
"544","6","SBSwk1/11","NS","X","X","Not In","Questionable","Strongly Improving","Moderate",60,40,0
"545","6","SBSwk1/11","Pl","1","3","D2","Questionable","Strongly Declining","High",0,14,86
"546","6","SBSwk1/11","Pw","X","X","Not In","Questionable","Improving","Moderate",26,74,0
"547","6","SBSwk1/11","Sb","2","X","Removing","Questionable","Strongly Declining","High",1,0,99
"548","6","SBSwk1/11","Sx","1","1","S","High","Strongly Declining","Moderate",0,38,62
"549","7","SBSvk/01","Act","3","X","Removing","Questionable","Stable","High",0,84,16
"550","7","SBSvk/01","At","3","3","S","Moderate","Stable","High",0,97,2
"551","7","SBSvk/01","Ba","X","X","Not In","Questionable","Stable","High",9,91,0
"552","7","SBSvk/01","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"553","7","SBSvk/01","Bl","2","2","S","High","Stable","Moderate",1,70,28
"554","7","SBSvk/01","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"555","7","SBSvk/01","Cw","X","X","Not In","Questionable","Strongly Improving","High",85,15,0
"556","7","SBSvk/01","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"557","7","SBSvk/01","Ep","3","3","S","Moderate","Stable","High",0,98,2
"558","7","SBSvk/01","Fd","2","1","I1","High","Stable","Low",52,28,20
"559","7","SBSvk/01","Hw","X","X","Not In","Questionable","Strongly Improving","High",92,8,0
"560","7","SBSvk/01","Lw","X","X","Not In","Questionable","Strongly Improving","Moderate",71,29,0
"561","7","SBSvk/01","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"562","7","SBSvk/01","NS","X","X","Not In","Questionable","Stable","High",0,100,0
"563","7","SBSvk/01","Pa","X","X","Not In","Questionable","Stable","High",0,100,0
"564","7","SBSvk/01","Pl","2","1","I1","High","Declining","Low",7,35,58
"565","7","SBSvk/01","Pw","X","X","Not In","Questionable","Strongly Improving","Moderate",74,26,0
"566","7","SBSvk/01","Py","X","X","Not In","Questionable","Stable","High",4,96,0
"567","7","SBSvk/01","Se","X","X","Not In","Questionable","Stable","High",0,100,0
"568","7","SBSvk/01","Ss","X","X","Not In","Questionable","Stable","High",0,100,0
"569","7","SBSvk/01","Sx","1","1","S","High","Stable","Moderate",0,72,28
"570","7","SBSvk/02","Act","X","X","Not In","Questionable","Stable","High",6,94,0
"571","7","SBSvk/02","At","3","X","Removing","Questionable","Declining","Low",2,45,53
"572","7","SBSvk/02","Ba","X","X","Not In","Questionable","Stable","High",3,97,0
"573","7","SBSvk/02","Bl","3","3","S","Moderate","Declining","Moderate",4,65,30
"574","7","SBSvk/02","Cw","X","X","Not In","Questionable","Improving","Moderate",72,28,0
"575","7","SBSvk/02","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"576","7","SBSvk/02","Ep","X","X","Not In","Questionable","Improving","Moderate",34,66,0
"577","7","SBSvk/02","Fd","X","2","A2","High","Strongly Improving","High",84,16,0
"578","7","SBSvk/02","Hw","X","X","Not In","Questionable","Improving","Moderate",67,33,0
"579","7","SBSvk/02","Lw","X","X","Not In","Questionable","Improving","Moderate",30,70,0
"580","7","SBSvk/02","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"581","7","SBSvk/02","NS","X","X","Not In","Questionable","Improving","Moderate",34,66,0
"582","7","SBSvk/02","Pl","1","1","S","High","Stable","High",0,81,19
"583","7","SBSvk/02","Pw","X","X","Not In","Questionable","Improving","Moderate",60,40,0
"584","7","SBSvk/02","Py","X","X","Not In","Questionable","Improving","Moderate",26,74,0
"585","7","SBSvk/02","Sx","3","3","S","Moderate","Declining","Low",10,54,36
"586","7","SBSvk/03","Act","X","X","Not In","Questionable","Improving","Low",51,49,0
"587","7","SBSvk/03","At","3","3","S","Moderate","Stable","High",4,92,4
"588","7","SBSvk/03","Ba","X","X","Not In","Questionable","Stable","High",7,93,0
"589","7","SBSvk/03","Bg","X","X","Not In","Questionable","Stable","High",2,98,0
"590","7","SBSvk/03","Bl","2","2","S","High","Declining","Moderate",0,36,64
"591","7","SBSvk/03","Cw","X","X","Not In","Questionable","Strongly Improving","High",84,16,0
"592","7","SBSvk/03","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"593","7","SBSvk/03","Ep","3","X","Removing","Moderate","Stable","High",4,92,4
"594","7","SBSvk/03","Fd","1","1","S","High","Stable","High",0,82,18
"595","7","SBSvk/03","Hw","X","X","Not In","Questionable","Strongly Improving","High",87,13,0
"596","7","SBSvk/03","Lw","X","X","Not In","Questionable","Strongly Improving","Moderate",79,21,0
"597","7","SBSvk/03","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"598","7","SBSvk/03","NS","X","X","Not In","Questionable","Stable","High",0,100,0
"599","7","SBSvk/03","Pa","X","X","Not In","Questionable","Stable","High",0,100,0
"600","7","SBSvk/03","Pl","2","1","I1","High","Stable","Low",19,25,57
"601","7","SBSvk/03","Pw","X","X","Not In","Questionable","Strongly Improving","Moderate",73,27,0
"602","7","SBSvk/03","Py","X","X","Not In","Questionable","Stable","High",17,83,0
"603","7","SBSvk/03","Sx","1","1","S","High","Declining","Moderate",0,31,69
"604","7","SBSvk/04","Act","3","X","Removing","Questionable","Declining","Low",0,57,43
"605","7","SBSvk/04","At","3","3","S","Moderate","Stable","High",5,92,2
"606","7","SBSvk/04","Ba","X","X","Not In","Questionable","Stable","High",8,92,0
"607","7","SBSvk/04","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"608","7","SBSvk/04","Bl","2","2","S","High","Declining","Low",0,45,55
"609","7","SBSvk/04","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"610","7","SBSvk/04","Cw","X","X","Not In","Questionable","Strongly Improving","High",84,16,0
"611","7","SBSvk/04","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"612","7","SBSvk/04","Ep","3","3","S","Moderate","Stable","High",5,92,2
"613","7","SBSvk/04","Fd","2","1","I1","High","Stable","Moderate",79,11,10
"614","7","SBSvk/04","Hw","X","X","Not In","Questionable","Strongly Improving","High",91,9,0
"615","7","SBSvk/04","Lw","X","X","Not In","Questionable","Strongly Improving","High",82,18,0
"616","7","SBSvk/04","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"617","7","SBSvk/04","NS","X","X","Not In","Questionable","Stable","High",0,100,0
"618","7","SBSvk/04","Pa","X","X","Not In","Questionable","Stable","High",1,99,0
"619","7","SBSvk/04","Pl","2","1","I1","High","Stable","Low",16,28,56
"620","7","SBSvk/04","Pw","X","X","Not In","Questionable","Strongly Improving","Moderate",73,27,0
"621","7","SBSvk/04","Py","X","X","Not In","Questionable","Stable","High",17,83,0
"622","7","SBSvk/04","Se","X","X","Not In","Questionable","Stable","High",0,100,0
"623","7","SBSvk/04","Sx","1","1","S","High","Declining","Low",0,43,57
"624","7","SBSvk/05","Act","3","3","S","Moderate","Stable","High",0,97,3
"625","7","SBSvk/05","At","3","3","S","Moderate","Stable","High",0,97,3
"626","7","SBSvk/05","Ba","X","X","Not In","Questionable","Stable","High",10,90,0
"627","7","SBSvk/05","Bg","X","X","Not In","Questionable","Stable","High",3,97,0
"628","7","SBSvk/05","Bl","2","2","S","High","Stable","Moderate",2,77,21
"629","7","SBSvk/05","Bp","X","X","Not In","Questionable","Stable","High",0,100,0
"630","7","SBSvk/05","Cw","X","X","Not In","Questionable","Strongly Improving","High",86,14,0
"631","7","SBSvk/05","Dr","X","X","Not In","Questionable","Stable","High",0,100,0
"632","7","SBSvk/05","Ep","X","X","Not In","Moderate","Strongly Improving","High",95,5,0
"633","7","SBSvk/05","Fd","X","X","Not In","Questionable","Strongly Improving","Moderate",70,30,0
"634","7","SBSvk/05","Hw","X","X","Not In","Questionable","Strongly Improving","High",93,7,0
"635","7","SBSvk/05","Lw","X","X","Not In","Questionable","Improving","Moderate",63,37,0
"636","7","SBSvk/05","Mb","X","X","Not In","Questionable","Stable","High",0,100,0
"637","7","SBSvk/05","NS","X","X","Not In","Questionable","Stable","High",0,100,0
"638","7","SBSvk/05","Pl","2","2","S","High","Declining","Moderate",2,36,62
"639","7","SBSvk/05","Pw","X","X","Not In","Questionable","Strongly Improving","Moderate",74,26,0
"640","7","SBSvk/05","Py","X","X","Not In","Questionable","Stable","High",1,99,0
